ROOM_ID,LENGTH,WIDTH
Study 58,5,27
Loft 338,12,6
Attic 347,9,34
Nook 144,32,41
Storage 51,16,9
Walk-in Closet 222,39,5
Conservatory 138,5,30
Powder Room 123,24,31
Basement 9,41,34
Spare Room 113,40,33
Laundry Room 286,10,41
Ballroom 298,11,25
Hallway 108,21,34
Game Room 296,6,35
Bonus Room 324,12,19
Living Room 107,45,3
Parlor 229,43,27
Garage 48,10,4
Walkway 129,1,26
Bathroom 96,23,39
Den 71,8,9
Secret Room 260,24,40
Bathroom 266,1,21
Theater 242,37,30
Foyer 69,26,4
Bathroom 292,2,6
Powder Room 140,28,3
Living Room 6,48,2
Library 87,50,41
Den 61,33,17
Nook 237,18,9
Foyer 171,35,18
Attic 224,24,44
Nursery 257,20,21
Wine Cellar 81,24,49
Music Room 267,33,35
Entryway 209,31,48
Walk-in Closet 255,50,6
Guest Bathroom 238,49,7
Walkway 278,35,21
Keeping Room 227,6,17
Spare Room 10,33,22
Bathroom 323,30,26
Secret Room 323,11,15
Mud Room 161,16,13
Entryway 125,21,50
Kitchen 4,23,31
Ballroom 17,42,7
Loft 52,10,10
Dining Room 248,7,30
Living Room 59,20,20
Nursery 254,9,15
Library 305,36,9
Theater 169,9,21
Parlor 186,20,7
Utility Room 185,43,47
Theater 332,34,11
Foyer 348,13,7
Laundry Room 178,42,1
Guest Bathroom 217,47,12
Music Room 105,4,16
Ballroom 313,18,46
Laundry Room 209,40,37
Basement 240,3,9
Storage 318,16,23
Keeping Room 4,26,1
Breakfast Area 93,46,48
Foyer 56,23,37
Game Room 99,36,1
Music Room 171,22,15
Office 14,45,14
Conservatory 187,7,16
Wine Cellar 152,4,45
Library 83,20,44
Game Room 227,33,16
Entryway 325,11,27
Keeping Room 179,13,5
Basement 156,19,5
Den 344,19,5
Keeping Room 334,33,33
Keeping Room 118,34,5
Bathroom 92,27,27
Bar 237,2,45
Office 67,19,15
Parlor 290,44,9
Entryway 169,23,2
Secret Room 338,36,4
Office 318,26,43
Entryway 174,31,43
Secret Room 263,2,40
Loft 12,35,26
Loft 354,22,37
Guest Bedroom 311,17,25
Bathroom 153,15,30
Hallway 145,36,9
Laundry Room 149,31,48
Living Room 106,41,18
Wine Cellar 22,31,5
Bar 38,50,8
Theater 144,25,39
Dining Room 160,12,1
Theater 255,50,30
Mud Room 266,5,18
Kitchen 269,29,31
Laundry Room 320,5,22
Study 141,3,17
Loft 34,44,32
Linen Closet 287,15,44
Breakfast Area 260,16,26
Music Room 140,50,13
Spare Room 25,50,49
Utility Room 338,14,45
Office 52,11,10
Guest Bathroom 204,47,9
Keeping Room 181,18,32
Foyer 246,26,42
Guest Bedroom 251,31,32
Powder Room 121,32,39
Living Room 185,16,31
Laundry Room 223,14,2
Spare Room 259,45,10
Bathroom 305,37,17
Powder Room 214,10,48
Bonus Room 111,44,33
Loft 76,29,4
Library 256,19,21
Walk-in Closet 15,11,40
Exercise Room 342,48,37
Nursery 204,32,5
Kitchen 47,9,33
Sun Room 21,19,1
Music Room 48,47,41
Den 139,3,41
Mud Room 15,17,45
Keeping Room 333,42,13
Bar 246,47,38
Basement 340,11,18
Ballroom 148,27,40
Attic 176,34,23
Bar 160,14,42
Linen Closet 325,20,28
Study 161,11,40
Kitchen 273,13,40
Study 291,36,4
Loft 344,32,18
Linen Closet 18,15,14
Bathroom 27,50,25
Parlor 320,9,37
Conservatory 339,15,41
Dining Room 287,22,25
Exercise Room 343,11,38
Exercise Room 23,3,5
Conservatory 9,32,27
Closet 355,34,36
Game Room 350,22,16
Breakfast Area 203,10,7
Bathroom 67,28,4
Utility Room 313,46,25
Nursery 28,7,40
Study 156,17,12
Utility Room 192,14,20
Loft 37,29,21
Loft 171,35,5
Garage 336,27,35
Music Room 343,33,42
Entryway 239,3,22
Bedroom 26,10,28
Theater 266,31,26
Ballroom 40,20,33
Bathroom 215,49,43
Walkway 320,13,47
Office 102,27,31
Panic Room 21,32,18
Pantry 160,14,43
Study 310,17,2
Den 337,23,36
Conservatory 266,44,7
Basement 282,39,42
Basement 78,17,17
Guest Bathroom 127,24,8
Parlor 273,37,9
Attic 178,7,50
Laundry Room 343,25,46
Pantry 28,4,19
Walkway 254,25,20
Attic 96,3,41
Nook 283,28,13
Loft 180,20,25
Office 29,19,4
Spare Room 345,14,14
Pantry 14,25,50
Dining Room 15,44,43
Den 83,24,43
Guest Bathroom 215,6,47
Linen Closet 218,4,20
Guest Bathroom 348,32,32
Mud Room 87,14,22
Bathroom 298,21,31
Guest Bedroom 21,5,32
Conservatory 334,7,49
Bonus Room 273,29,15
Bathroom 244,7,18
Music Room 3,35,16
Attic 77,9,40
Laundry Room 255,24,11
Guest Bedroom 70,41,21
Study 285,31,14
Basement 354,34,12
Living Room 65,1,34
Dining Room 11,21,28
Living Room 20,4,2
Entryway 130,20,36
Den 248,30,47
Keeping Room 28,16,5
Storage 21,40,2
Library 278,23,1
Bonus Room 117,26,4
Bedroom 293,40,49
Powder Room 144,33,29
Pantry 219,17,21
Sun Room 92,43,24
Living Room 133,46,9
Mud Room 283,19,32
Game Room 96,19,42
Office 171,44,24
Powder Room 163,44,32
Wine Cellar 333,44,34
Laundry Room 62,7,17
Secret Room 129,9,17
Closet 189,40,50
Utility Room 82,35,19
Garage 134,42,30
Library 318,44,1
Guest Bedroom 241,33,14
Mud Room 216,24,35
Exercise Room 195,7,48
Music Room 331,12,35
Panic Room 16,11,33
Bathroom 85,33,7
Sun Room 309,47,16
Mud Room 249,36,32
Nursery 105,20,10
Mud Room 218,8,27
Mud Room 204,4,45
Pantry 221,38,37
Exercise Room 65,8,18
Panic Room 94,3,20
Bar 267,47,44
Attic 135,35,25
Utility Room 302,15,40
Keeping Room 97,46,40
Breakfast Area 337,18,15
Keeping Room 189,16,23
Walk-in Closet 9,39,40
Mud Room 210,30,3
Theater 173,17,6
Wine Cellar 188,27,7
Game Room 169,36,13
Bonus Room 25,38,37
Kitchen 185,35,14
Den 221,49,5
Office 64,46,18
Basement 175,28,9
Guest Bathroom 270,10,31
Loft 146,5,3
Utility Room 326,5,5
Breakfast Area 72,50,40
Game Room 30,18,8
Music Room 202,35,24
Spare Room 69,11,23
Breakfast Area 168,6,24
Hallway 244,42,4
Kitchen 252,49,48
Nook 288,15,21
Closet 161,44,50
Pantry 293,7,30
Spare Room 320,32,43
Hallway 249,29,18
Laundry Room 337,36,17
Breakfast Area 341,17,27
Powder Room 110,2,36
Attic 340,31,10
Sun Room 164,28,9
Basement 336,15,49
Garage 97,13,3
Library 103,32,13
Music Room 248,32,4
Sun Room 139,25,42
Game Room 110,21,5
Pantry 345,22,40
Conservatory 57,47,36
Powder Room 130,29,18
Ballroom 140,13,4
Game Room 38,40,30
Entryway 292,16,8
Living Room 94,35,24
Linen Closet 123,10,15
Pantry 330,3,2
Garage 100,17,34
Closet 301,47,15
Dining Room 252,29,40
Wine Cellar 319,35,12
Spare Room 344,45,23
Library 308,44,12
Nursery 167,28,37
Storage 330,16,37
Bonus Room 306,40,36
Office 314,21,12
Office 317,42,49
Wine Cellar 92,12,46
Foyer 49,9,44
Office 112,43,50
Mud Room 141,23,32
Secret Room 19,9,28
Office 174,41,12
Sun Room 214,20,14
Conservatory 169,49,42
Panic Room 164,27,41
Attic 39,1,5
Study 197,39,21
Nursery 277,47,11
Panic Room 198,29,41
Secret Room 207,28,22
Hallway 343,30,12
Bedroom 199,49,37
Entryway 228,26,7
Study 170,48,5
Theater 66,3,10
Wine Cellar 104,2,20
Office 11,33,14
Utility Room 238,43,13
Living Room 171,24,42
Den 156,6,23
Loft 31,14,18
Exercise Room 309,12,17
Wine Cellar 279,24,41
Foyer 13,4,25
Garage 329,47,3
Sun Room 180,22,19
Game Room 111,25,6
Guest Bedroom 162,38,3
Dining Room 219,3,32
Panic Room 36,47,24
Conservatory 117,44,24
Nursery 316,14,6
Garage 7,38,18
Bar 158,6,23
Secret Room 202,5,47
Walkway 338,27,34
Panic Room 96,30,38
Den 265,21,11
Hallway 134,35,1
Music Room 131,18,20
Ballroom 104,39,12
Dining Room 233,40,25
Loft 61,16,18
Bar 165,31,34
Nursery 321,28,7
Theater 284,30,49
Keeping Room 132,1,30
Breakfast Area 12,26,43
Guest Bedroom 252,41,17
Attic 216,50,24
Basement 305,25,8
Entryway 164,17,24
Exercise Room 200,30,46
Study 288,22,44
Game Room 301,8,30
Closet 354,10,15
Loft 137,39,21
Powder Room 58,9,37
Ballroom 208,40,42
Spare Room 214,50,48
Music Room 319,19,31
Secret Room 169,15,20
Loft 349,12,5
Study 119,21,19
Library 214,39,19
Wine Cellar 120,36,11
Attic 159,7,9
Sun Room 51,11,34
Bonus Room 158,45,14
Laundry Room 171,20,1
Office 184,42,27
Mud Room 54,44,21
Pantry 333,9,24
Living Room 13,24,33
Linen Closet 101,2,43
Attic 10,34,49
Spare Room 140,13,50
Sun Room 40,21,34
Linen Closet 166,4,30
Nook 55,21,23
Living Room 124,3,27
Theater 217,34,30
Guest Bathroom 353,42,4
Bathroom 137,21,43
Kitchen 37,33,35
Panic Room 237,25,1
Storage 341,1,1
Dining Room 149,47,43
Ballroom 324,3,28
Sun Room 262,9,40
Bathroom 4,12,44
Living Room 196,28,32
Foyer 52,37,31
Music Room 106,6,23
Game Room 148,41,24
Bedroom 295,48,15
Library 351,25,21
Garage 41,50,27
Pantry 7,36,13
Wine Cellar 165,28,46
Laundry Room 205,28,41
Sun Room 9,9,33
Loft 232,27,16
Mud Room 268,46,19
Secret Room 280,44,2
Garage 332,25,21
Study 55,19,25
Keeping Room 329,6,5
Office 255,16,34
Study 300,3,30
Walk-in Closet 245,33,49
Secret Room 325,27,34
Utility Room 83,14,14
Mud Room 166,37,9
Kitchen 59,22,5
Closet 293,47,2
Wine Cellar 296,34,24
Keeping Room 146,30,19
Study 11,45,5
Basement 29,45,32
Walk-in Closet 79,49,31
Office 152,18,42
Bar 31,29,48
Loft 95,3,30
Dining Room 86,30,34
Utility Room,39,19
Loft 120,30,9
Entryway 227,22,49
Keeping Room 75,1,32
Pantry 250,18,46
Walk-in Closet 292,34,45
Walk-in Closet 106,3,49
Nook 62,16,4
Guest Bedroom 269,25,3
Bar 313,39,29
Bar 128,43,27
Foyer 332,39,39
Bathroom 13,33,28
Entryway 336,26,24
Bonus Room 48,35,34
Bedroom 83,7,8
Spare Room 3,49,20
Guest Bedroom 156,22,15
Study 308,40,31
Secret Room 348,49,24
Hallway 131,16,26
Attic 166,36,35
Nursery 108,8,38
Pantry 138,39,22
Office 181,7,30
Bonus Room 120,17,7
Entryway 219,16,32
Spare Room 119,19,33
Foyer 200,21,42
Powder Room 298,48,20
Panic Room 133,24,20
Foyer 114,50,50
Garage 94,33,11
Sun Room 222,35,43
Kitchen 8,24,42
Linen Closet 310,38,20
Sun Room 1,44,21
Bedroom 72,24,41
Nook 327,16,23
Closet 331,33,41
Powder Room 152,33,16
Linen Closet 274,40,30
Kitchen 351,47,30
Storage 114,27,20
Laundry Room 85,2,26
Kitchen 159,3,25
Guest Bedroom 126,9,30
Entryway 146,1,32
Ballroom 146,16,36
Loft 129,9,31
Kitchen 193,48,25
Panic Room 130,27,50
Nook 125,45,25
Panic Room 246,28,14
Bedroom 11,28,16
Bonus Room 15,27,45
Dining Room 152,6,25
Guest Bathroom 36,7,11
Linen Closet 21,14,17
Bar 25,17,1
Library 289,41,4
Library 43,19,25
Powder Room 254,10,13
Walkway 157,1,47
Study 110,12,12
Theater 92,6,4
Powder Room 143,35,45
Sun Room 22,43,29
Pantry 54,44,16
Office 212,7,23
Bedroom 283,40,28
Bathroom 189,47,18
Attic 157,19,23
Bonus Room 259,24,10
Game Room 130,37,16
Nursery 109,14,13
Dining Room 272,47,20
Walkway 78,32,32
Bedroom 62,43,15
Mud Room 307,42,24
Loft 149,26,10
Music Room 97,5,30
Bathroom 303,39,18
Storage 113,39,5
Walk-in Closet 339,36,13
Laundry Room 130,3,29
Loft 47,14,33
Bar 183,36,2
Powder Room 15,22,3
Laundry Room 198,48,21
Panic Room 109,4,32
Closet 39,48,50
Keeping Room 203,20,24
Living Room 53,37,25
Living Room 221,5,7
Closet 23,6,42
Bathroom 99,34,2
Hallway 122,22,37
Closet 11,2,33
Nook 203,27,41
Storage 122,16,30
Game Room 192,16,5
Keeping Room 141,21,35
Den 20,4,43
Bathroom 168,46,29
Garage 51,39,28
Loft 315,46,35
Parlor 67,18,41
Nursery 194,50,50
Study 37,11,45
Walkway 195,46,32
Mud Room 111,14,39
Attic 336,11,22
Library 201,11,7
Guest Bedroom 191,29,35
Linen Closet 147,11,1
Attic 33,26,10
Nursery 131,38,7
Bar 322,21,14
Walkway 93,39,13
Guest Bathroom 59,18,28
Foyer 205,30,35
Office 258,18,50
Loft 284,42,42
Kitchen 292,34,34
Bar 347,22,26
Walk-in Closet 56,40,40
Exercise Room 237,18,43
Kitchen 281,30,43
Study 309,21,35
Loft 347,11,23
Wine Cellar 51,50,39
Powder Room 352,14,24
Garage 90,45,22
Wine Cellar 135,37,11
Nook 277,22,43
Linen Closet 347,8,37
Keeping Room 343,12,36
Breakfast Area 180,45,21
Attic 349,12,33
Spare Room 46,1,31
Panic Room 137,25,26
Ballroom 112,43,10
Living Room 319,31,34
Storage 62,33,38
Music Room 17,46,31
Sun Room 109,6,49
Exercise Room 147,27,18
Game Room 69,19,47
Loft 346,11,1
Bedroom 134,32,21
Bonus Room 69,4,16
Mud Room 324,31,30
Music Room 109,42,32
Secret Room 117,20,12
Walk-in Closet 215,47,31
Basement 116,36,5
Laundry Room 262,45,24
Theater,49,25
Garage 327,39,8
Spare Room 309,29,21
Powder Room 350,25,11
Dining Room 40,48,23
Kitchen 101,34,4
Kitchen 201,43,48
Nook 181,2,44
Parlor 185,19,34
Living Room 294,1,7
Powder Room 176,15,50
Library 140,9,45
Bedroom 164,18,44
Keeping Room 325,42,17
Library 6,21,15
Wine Cellar 148,27,15
Sun Room 278,29,13
Basement 24,47,26
Wine Cellar 270,18,22
Den 3,38,11
Mud Room 21,26,50
Game Room 241,40,15
Laundry Room 77,16,4
Garage 88,19,39
Nursery 246,38,26
Walkway 139,30,24
Storage 117,50,3
Nursery 53,24,41
Guest Bathroom 155,32,35
Office 19,19,23
Walk-in Closet 170,18,39
Game Room 257,9,28
Powder Room 81,19,37
Keeping Room 140,23,42
Dining Room 159,24,19
Ballroom 92,4,33
Ballroom 54,18,1
Game Room 48,48,32
Wine Cellar 116,34,47
Library 343,16,8
Pantry 256,7,6
Pantry 157,34,44
Kitchen 53,41,11
Mud Room 96,25,23
Library 153,37,30
Panic Room 151,3,48
Ballroom 31,45,5
Secret Room 23,36,15
Utility Room 40,22,17
Sun Room 71,29,42
Den 82,31,16
Sun Room 226,45,4
Closet 21,3,48
Office 98,13,47
Exercise Room 69,26,9
Bar 285,1,15
Study 222,22,39
Guest Bedroom 74,25,41
Living Room 352,26,23
Closet 85,32,7
Nursery 173,5,23
Conservatory 271,30,4
Garage 198,41,46
Nursery 56,6,38
Utility Room 1,47,9
Powder Room 95,13,23
Sun Room 201,29,17
Entryway 287,13,43
Parlor 29,9,37
Living Room 307,3,15
Attic 194,44,12
Foyer 251,35,20
Garage 313,46,41
Powder Room 42,14,10
Spare Room 203,44,15
Bathroom 127,30,36
Den 60,33,25
Secret Room 116,7,13
Den 251,44,1
Ballroom 210,26,46
Closet 245,1,34
Garage 325,36,18
Basement 102,16,47
Music Room 85,19,41
Library 126,13,12
Bar 337,11,33
Spare Room 101,3,31
Theater 184,22,10
Bathroom 184,1,4
Secret Room 247,41,49
Bar 295,30,21
Panic Room 277,40,42
Breakfast Area 146,28,26
Bathroom 145,30,12
Bonus Room 180,13,5
Garage 261,3,33
Living Room 194,11,31
Conservatory 301,9,25
Conservatory 189,24,50
Study 172,12,18
Kitchen 212,10,42
Garage 165,42,17
Guest Bathroom 207,31,21
Closet 67,5,32
Bar 124,41,13
Panic Room 121,7,48
Parlor 176,28,36
Hallway 177,32,24
Den 145,10,24
Linen Closet 16,27,46
Walk-in Closet 252,2,17
Entryway 183,4,48
Ballroom 56,22,5
Walk-in Closet 113,11,32
Laundry Room 256,16,21
Walkway 271,1,12
Loft 353,28,31
Keeping Room 59,11,40
Game Room 56,35,42
Living Room 77,15,47
Foyer 229,34,45
Conservatory 42,7,44
Nursery 140,45,50
Parlor 23,36,40
Sun Room 217,39,39
Garage 42,25,28
Powder Room 171,8,30
Entryway 20,23,3
Nook 61,30,11
Garage 300,15,21
Office 349,46,11
Sun Room 249,39,23
Living Room 69,18,12
Sun Room 315,42,27
Pantry 307,20,39
Bonus Room 154,24,42
Guest Bedroom 327,27,9
Ballroom 144,5,33
Guest Bathroom 110,7,33
Spare Room 130,11,48
Game Room 326,22,15
Living Room 110,30,42
Bathroom 227,36,14
Spare Room 100,20,4
Study 61,43,19
Ballroom 51,46,38
Conservatory 183,4,17
Storage 92,27,41
Nook 20,17,5
Walk-in Closet 103,7,50
Study 120,27,2
Game Room 108,15,30
Storage 57,7,30
Powder Room 120,40,48
Entryway 256,29,8
Sun Room 162,27,41
Den 57,14,17
Walkway 123,38,21
Living Room 42,41,1
Mud Room 233,14,12
Bathroom 181,29,49
Basement 197,40,34
Bathroom 125,28,25
Dining Room 112,20,39
Bathroom 288,41,43
Bonus Room 344,1,13
Dining Room 309,35,31
Pantry 147,6,28
Walk-in Closet 260,50,32
Conservatory 100,16,15
Basement 83,20,25
Loft 291,34,8
Bedroom 212,19,34
Panic Room 269,1,6
Utility Room 198,20,36
Guest Bathroom 262,9,45
Guest Bedroom 123,17,13
Foyer 228,3,22
Bedroom 226,6,18
Nook 355,20,32
Attic 123,12,36
Linen Closet 202,21,12
Powder Room 149,1,45
Mud Room 354,2,4
Basement 93,39,22
Living Room 51,31,14
Utility Room 202,47,2
Theater 81,17,48
Den 13,50,22
Hallway 234,35,29
Living Room 212,33,10
Walkway 243,26,9
Guest Bedroom 53,45,29
Library 229,2,3
Guest Bedroom 184,42,17
Garage 152,18,4
Study 6,42,26
Loft 248,19,23
Study 189,7,15
Game Room 180,7,32
Sun Room 273,11,26
Dining Room 9,3,37
Utility Room 125,33,20
Den 117,39,25
Walk-in Closet 147,20,49
Den 341,24,36
Powder Room 30,24,34
Bonus Room 274,39,46
Ballroom 11,27,34
Garage 180,5,3
Attic 106,36,6
Ballroom 130,50,2
Sun Room 264,3,40
Den 280,45,29
Utility Room 123,43,48
Bonus Room 240,7,30
Study 240,37,19
Dining Room 87,22,41
Utility Room 288,13,13
Kitchen 156,40,19
Powder Room 224,2,21
Breakfast Area 121,2,26
Exercise Room 355,7,16
Breakfast Area 159,10,25
Bedroom 316,21,34
Bar 162,36,4
Walk-in Closet 177,1,31
Living Room 54,35,44
Guest Bathroom 187,3,17
Ballroom 152,20,8
Spare Room 284,20,21
Guest Bedroom 94,43,19
Sun Room 324,17,37
Bedroom 97,32,17
Guest Bedroom 135,1,28
Spare Room 134,42,37
Storage 315,31,13
Parlor 8,45,32
Garage 146,1,42
Powder Room 57,47,47
Guest Bedroom 145,49,21
Ballroom 192,38,37
Exercise Room 74,35,33
Dining Room 107,25,34
Guest Bedroom 125,36,35
Dining Room 163,21,21
Spare Room 229,7,10
Game Room 39,34,40
Office 254,15,45
Ballroom 229,36,38
Walk-in Closet 107,49,3
Bathroom 180,15,36
Spare Room 150,26,43
Nursery 67,2,12
Basement 196,29,8
Spare Room 292,33,41
Linen Closet 229,22,40
Laundry Room 131,48,44
Game Room 278,46,44
Loft 227,35,6
Game Room 29,29,35
Bathroom 314,49,20
Sun Room 160,43,2
Keeping Room 69,32,31
Storage 152,15,25
Den 33,43,42
Hallway 140,5,5
Bathroom 281,1,30
Closet 170,2,4
Sun Room 279,34,48
Living Room 43,48,48
Loft 119,35,15
Guest Bedroom 303,16,27
Bar 320,30,14
Hallway 157,5,4
Living Room 228,35,18
Guest Bedroom 119,8,7
Basement 53,12,32
Secret Room 223,50,24
Guest Bedroom 240,10,31
Nursery 286,44,27
Attic 241,46,49
Bonus Room 315,27,42
Living Room 170,30,32
Bedroom 196,43,16
Mud Room 70,40,38
Entryway 17,35,40
Linen Closet 151,10,39
Garage 63,20,12
Dining Room 180,17,40
Walkway 299,43,20
Spare Room 11,49,43
Garage 326,45,43
Basement 321,27,20
Guest Bathroom 136,14,39
Panic Room 212,50,11
Office 44,30,36
Den 90,6,9
Walkway 83,39,28
Living Room 222,7,22
Keeping Room 138,14,12
Secret Room 241,26,38
Foyer 51,39,43
Game Room 59,30,24
Hallway 300,11,2
Closet 132,29,18
Kitchen 17,9,17
Game Room 210,17,13
Nursery 264,47,45
Music Room 262,7,18
Bar 145,26,22
Linen Closet 107,8,21
Library 337,38,19
Closet 156,30,26
Conservatory 220,10,30
Theater 38,18,43
Living Room 111,4,22
Spare Room 68,41,17
Panic Room 208,29,20
Office 124,12,32
Breakfast Area 51,42,32
Music Room 226,33,48
Nursery 151,7,17
Attic 54,38,6
Loft 87,11,34
Walkway 180,24,47
Walkway 350,4,26
Pantry 83,42,31
Bedroom 84,7,14
Living Room 138,28,12
Panic Room 103,15,18
Linen Closet 121,50,16
Closet 36,37,49
Secret Room 87,50,37
Guest Bedroom 76,21,13
Walk-in Closet 189,41,33
Loft 66,6,30
Bar 169,25,3
Garage 339,33,8
Garage 264,46,17
Bonus Room 238,41,27
Bonus Room 33,38,42
Office 108,30,26
Bedroom 96,50,43
Theater 157,6,45
Living Room 216,18,27
Library 244,22,7
Keeping Room 248,30,36
Laundry Room 107,6,7
Linen Closet 193,14,5
Pantry 75,3,47
Guest Bathroom 337,36,24
Bathroom 25,31,33
Breakfast Area 208,10,43
Ballroom 193,16,15
Attic 348,47,14
Spare Room 234,49,3
Music Room 313,33,21
Study 10,34,19
Closet 330,16,35
Conservatory 229,35,31
Music Room 124,16,42
Dining Room 207,44,9
Nook 156,21,46
Pantry 350,13,50
Sun Room 144,7,44
Spare Room 319,18,38
Bathroom 176,12,19
Living Room 243,50,31
Sun Room 123,22,2
Secret Room 15,44,18
Nook 101,23,35
Linen Closet 201,29,45
Powder Room 299,24,10
Powder Room 198,24,28
Keeping Room 266,31,37
Pantry 354,42,30
Walk-in Closet 152,27,19
Living Room 336,23,29
Spare Room 70,20,17
Game Room 32,27,20
Den 25,27,10
Loft 205,7,37
Walkway 136,27,4
Sun Room 335,16,2
Walk-in Closet 357,10,30
Dining Room 295,22,1
Basement 106,4,41
Foyer 68,10,32
Spare Room 145,7,39
Wine Cellar 249,40,41
Music Room 336,35,16
Attic 298,19,1
Powder Room 322,48,35
Living Room 165,14,16
Utility Room 88,24,42
Bonus Room 198,33,1
Conservatory 23,43,38
Exercise Room 278,42,21
Walk-in Closet 174,6,32
Panic Room 20,14,43
Game Room 247,23,30
Parlor 248,35,49
Spare Room 208,25,40
Living Room 253,35,26
Powder Room 328,40,16
Keeping Room 218,27,47
Attic 81,23,46
Bar 13,26,3
Utility Room 345,2,26
Utility Room 141,41,31
Mud Room 140,19,13
Powder Room 238,48,40
Foyer 70,50,26
Breakfast Area 252,30,30
Guest Bathroom 11,43,21
Basement 143,21,28
Kitchen 327,18,47
Living Room 168,17,29
Laundry Room 264,7,23
Hallway 335,44,17
Wine Cellar 99,33,30
Storage 320,40,22
Study 100,18,48
Pantry 264,22,10
Dining Room 189,50,26
Powder Room 37,41,42
Bedroom 81,8,29
Bathroom 198,13,15
Laundry Room 35,31,29
Study 209,47,2
Panic Room 350,40,34
Breakfast Area 137,24,41
Closet 347,50,36
Utility Room 342,26,28
Game Room 209,13,11
Game Room 304,43,7
Closet 333,39,43
Walk-in Closet 72,23,18
Utility Room 219,45,18
Bathroom 338,33,22
Bonus Room 50,48,23
Secret Room 156,27,24
Garage 178,1,45
Music Room 290,38,29
Foyer 64,50,18
Closet 182,3,11
Guest Bathroom 213,11,7
Den 294,26,50
Music Room 144,5,24
Walkway 57,8,37
Dining Room 333,17,46
Bar 197,41,9
Nursery 294,10,44
Foyer 268,33,20
Study 63,36,37
Library 224,41,19
Bathroom 228,7,39
Library 259,20,33
Closet 65,50,44
Closet 341,20,23
Keeping Room 113,1,15
Hallway 329,26,30
Powder Room 207,4,6
Wine Cellar 344,2,24
Loft 27,29,28
Guest Bedroom 78,49,28
Nook 272,31,21
Closet 284,1,2
Wine Cellar 16,15,48
Basement 174,47,40
Loft 113,30,42
Kitchen 163,50,26
Linen Closet 324,1,29
Nursery 197,4,25
Library 320,29,50
Dining Room 134,29,19
Powder Room 70,48,6
Hallway 208,9,28
Bar 4,40,38
Panic Room 110,33,24
Ballroom 172,32,6
Walkway 255,5,40
Foyer 293,19,30
Walkway 33,9,6
Loft 304,29,26
Study 314,35,4
Library 236,30,42
Library 326,18,12
Garage 226,4,29
Breakfast Area 286,33,48
Walkway 209,32,11
Entryway 6,3,44
Bedroom 266,32,44
Laundry Room 159,42,31
Bathroom 42,19,3
Loft 105,33,42
Guest Bedroom 329,12,23
Ballroom 121,19,47
Spare Room 186,25,14
Entryway 212,31,21
Exercise Room 149,16,47
Bar 287,50,46
Laundry Room 301,1,8
Ballroom 304,34,36
Bar 149,17,47
Guest Bathroom 147,17,39
Laundry Room 214,33,31
Closet 345,33,50
Closet 20,38,40
Guest Bedroom 129,41,14
Bathroom 43,24,35
Study 117,23,37
Wine Cellar 108,8,46
Living Room 5,15,27
Spare Room 267,23,1
Office 300,5,24
Living Room 145,28,46
Ballroom 27,21,19
Kitchen 129,31,24
Utility Room 57,4,14
Entryway 261,42,31
Theater 293,35,23
Nook 115,20,48
Spare Room 303,22,32
Theater 148,30,17
Theater 108,9,47
Closet 88,46,30
Den 76,13,46
Pantry 211,32,17
Bonus Room 244,29,37
Mud Room 89,42,12
Guest Bathroom 81,8,32
Office 191,11,24
Powder Room 99,20,46
Living Room 283,22,26
Utility Room 229,32,37
Panic Room 7,37,35
Den 81,30,7
Attic 162,6,4
Laundry Room 31,25,30
Parlor 42,45,31
Ballroom 143,44,42
Bar 306,21,46
Bathroom 216,21,18
Game Room 202,40,3
Living Room 56,34,26
Guest Bedroom 181,43,19
Nook 220,35,9
Bathroom 185,47,30
Kitchen 259,31,10
Sun Room 143,21,1
Bonus Room 60,26,35
Conservatory 184,38,41
Utility Room 273,31,48
Secret Room 142,23,1
Attic 279,49,24
Nook 27,6,19
Study 352,33,14
Bonus Room 317,6,18
Walk-in Closet 332,28,8
Game Room 349,12,22
Nook 31,43,6
Laundry Room 87,8,26
Nook 185,32,47
Bonus Room 57,48,18
Theater 140,13,37
Study 215,21,41
Theater 352,20,50
Theater 161,23,33
Office 169,50,46
Mud Room 108,48,19
Closet 190,34,2
Wine Cellar 346,21,32
Den 189,41,21
Garage 81,34,37
Nook 309,24,2
Library 338,35,10
Sun Room 12,10,33
Walk-in Closet 293,19,39
Parlor 355,35,2
Linen Closet 340,11,2
Laundry Room 84,43,47
Office 196,21,25
Pantry 310,1,44
Keeping Room 322,29,20
Breakfast Area 259,19,8
Ballroom 20,7,3
Nook 324,6,15
Music Room 28,32,49
Bedroom 287,8,27
Spare Room 178,43,50
Foyer 121,9,1
Secret Room 297,25,34
Pantry 65,8,28
Loft 294,47,5
Loft 89,8,8
Keeping Room 234,50,48
Ballroom 344,45,42
Loft 59,27,49
Entryway 132,43,44
Game Room 21,18,38
Kitchen 7,13,10
Office 110,41,44
Attic 117,16,6
Foyer 11,13,34
Dining Room 100,42,20
Study 26,33,27
Walk-in Closet 346,39,43
Wine Cellar 233,35,15
Parlor 119,44,12
Den 222,18,42
Conservatory 242,21,7
Study 42,2,29
Wine Cellar 89,2,36
Wine Cellar 219,35,29
Mud Room 78,32,12
Mud Room 267,36,15
Walkway 47,26,28
Dining Room 146,22,18
Study 249,34,19
Wine Cellar 302,37,21
Music Room 14,45,35
Music Room 233,41,19
