TIMESTAMP,ROOM_ID,PERCENT_CLEANED
03/10/2017 05:53:14,Walkway 190,54
09/25/2019 02:42:28,Bar 840,84
08/21/2019 06:12:44,Bar 94,97
06/16/2016 14:49:22,Attic 415,53
10/31/2016 12:37:23,Exercise Room 267,82
04/26/2018 03:19:45,Loft 1344,49
04/18/2016 23:53:08,Guest Bedroom 579,23
01/05/2018 11:38:12,Laundry Room 982,65
05/26/2016 03:51:23,Walk-in Closet 542,75
07/04/2018 03:13:27,Bathroom 1285,32
11/18/2016 02:12:29,Mud Room 356,38
05/28/2017 15:35:46,Music Room 725,69
01/27/2015 20:43:47,Study 1167,6
11/13/2016 00:29:58,Study 443,59
06/02/2019 05:34:54,Keeping Room 256,95
03/22/2019 03:59:36,Den 621,67
02/24/2015 16:43:37,Walk-in Closet 750,60
06/21/2016 04:52:22,Panic Room 1186,56
07/31/2019 04:34:54,Conservatory 878,75
05/15/2015 05:30:07,Exercise Room 344,10
01/26/2019 18:01:46,Spare Room 451,53
07/08/2019 10:06:22,Entryway 804,68
07/29/2016 19:56:54,Guest Bedroom 851,7
06/10/2015 03:43:14,Exercise Room 126,6
09/20/2016 12:05:28,Wine Cellar 519,85
07/17/2015 07:30:40,Dining Room 675,56
06/20/2016 00:46:35,Walk-in Closet 366,93
04/23/2019 21:18:51,Bonus Room 1002,60
02/17/2017 17:13:09,Keeping Room 1345,3
08/25/2016 17:30:15,Guest Bathroom 1377,47
05/19/2019 15:59:22,Closet 640,14
01/26/2018 11:26:08,Panic Room 83,48
01/19/2018 17:40:09,Guest Bathroom 880,59
09/08/2015 02:30:30,Storage 795,85
07/31/2017 02:35:12,Bedroom 1275,57
03/18/2016 23:16:48,Hallway 241,52
07/16/2017 22:50:39,Powder Room 517,31
01/17/2019 22:41:26,Laundry Room 1176,74
11/21/2015 20:03:21,Den 332,82
04/05/2016 23:52:55,Secret Room 509,16
05/20/2018 20:48:56,Powder Room 1004,6
09/05/2015 06:28:22,Walkway 811,46
03/27/2017 14:03:03,Conservatory 1261,31
11/22/2017 15:15:35,Foyer 575,28
11/10/2019 06:33:14,Sun Room 1172,84
03/01/2015 02:08:53,Pantry 1214,79
04/13/2015 01:02:42,Library 204,92
07/29/2018 16:30:58,Laundry Room 1045,32
04/04/2015 07:49:26,Game Room 294,56
04/29/2017 04:59:57,Foyer 105,90
09/15/2016 23:05:11,Foyer 477,99
10/02/2017 23:02:00,Walk-in Closet 169,48
03/07/2017 01:39:31,Laundry Room 550,68
01/15/2016 20:50:55,Guest Bathroom 422,79
07/04/2018 11:12:53,Panic Room 878,65
05/08/2016 18:15:13,Mud Room 356,31
08/21/2017 07:23:48,Kitchen 798,75
03/26/2016 09:32:49,Bar 473,34
04/29/2017 00:50:46,Exercise Room 833,47
08/22/2017 02:53:17,Bedroom 425,66
07/17/2019 08:12:06,Utility Room 637,44
02/07/2017 02:24:30,Secret Room 1185,53
09/17/2018 19:03:54,Panic Room 1216,99
06/18/2015 14:16:33,Theater 144,78
09/15/2019 13:25:56,Guest Bathroom 1326,54
01/19/2018 09:38:25,Bedroom 1059,49
06/18/2015 16:48:00,Spare Room 1308,39
05/28/2019 06:27:07,Walk-in Closet 758,64
05/07/2015 07:09:59,Bar 757,92
04/15/2015 00:04:56,Nook 286,53
03/16/2016 08:44:29,Laundry Room 743,65
03/29/2018 17:23:43,Bonus Room 741,67
09/07/2016 04:29:09,Guest Bathroom 277,29
02/02/2019 16:26:07,Parlor 1314,86
04/02/2016 15:26:51,Linen Closet 786,55
09/05/2019 04:07:57,Office 840,16
10/25/2016 09:05:05,Den 920,11
10/15/2015 05:29:42,Bathroom 878,95
08/20/2016 19:00:09,Laundry Room 703,22
11/04/2015 19:24:18,Library 1060,68
10/07/2018 15:47:23,Mud Room 232,27
06/11/2019 13:32:44,Conservatory 684,68
11/04/2019 19:32:23,Theater 193,40
09/07/2017 09:55:59,Kitchen 519,61
05/16/2016 08:43:32,Bathroom 698,34
06/22/2015 13:52:46,Entryway 314,56
05/21/2019 20:54:21,Music Room 904,68
01/01/2018 08:26:48,Game Room 582,44
01/04/2018 10:43:44,Walkway 731,25
03/14/2018 08:39:01,Loft 968,22
01/16/2015 17:16:09,Guest Bathroom 1420,98
10/05/2017 18:54:22,Study 278,11
11/06/2016 04:27:53,Keeping Room 713,45
04/29/2015 07:06:18,Foyer 1171,65
01/29/2016 07:17:20,Study 658,5
04/06/2015 10:13:25,Study 1058,68
09/03/2016 22:01:38,Sun Room 1186,89
03/05/2019 11:33:05,Closet 1127,8
06/09/2016 23:52:45,Panic Room 387,27
05/13/2019 20:15:04,Dining Room 213,4
06/09/2015 16:02:48,Ballroom 27,68
02/20/2017 19:19:08,Garage 477,89
01/07/2018 13:37:09,Entryway 952,58
05/28/2015 02:42:19,Nook 975,47
05/27/2019 14:04:57,Parlor 593,80
09/18/2017 09:41:34,Dining Room 532,84
06/14/2019 23:45:42,Storage 645,60
11/17/2016 02:30:34,Secret Room 679,44
04/22/2016 12:31:12,Sun Room 289,2
02/20/2015 17:42:18,Nursery 379,51
07/24/2017 13:31:28,Breakfast Area 222,61
04/13/2017 14:01:41,Sun Room 1220,31
07/17/2017 00:37:08,Nursery 1351,54
11/04/2017 09:57:11,Exercise Room 1371,14
03/07/2015 00:51:57,Guest Bathroom 65,42
11/29/2018 18:23:25,Secret Room 287,94
08/03/2019 22:54:07,Foyer 1336,66
05/14/2016 16:20:01,Living Room 529,27
11/09/2017 12:43:26,Living Room 899,34
02/10/2019 14:56:19,Dining Room 62,2
04/05/2019 17:32:39,Foyer 443,38
03/06/2019 05:03:27,Mud Room 573,52
04/23/2017 19:19:13,Wine Cellar 1291,57
05/14/2018 02:36:18,Pantry 166,51
10/31/2019 03:43:34,Attic 1010,46
05/08/2017 02:37:52,Mud Room 959,47
08/23/2017 09:20:48,Mud Room 746,82
02/16/2016 01:57:48,Secret Room 480,10
01/17/2019 17:02:49,Exercise Room 547,66
01/08/2017 16:04:14,Office 1256,77
09/21/2015 17:31:27,Attic 1383,60
02/14/2016 06:30:54,Loft 215,42
02/13/2017 21:57:18,Loft 483,51
04/22/2015 14:01:39,Library 1234,57
02/10/2018 15:43:08,Library 153,36
04/15/2019 18:55:16,Game Room 781,8
11/08/2017 02:06:26,Bathroom 9,22
10/26/2019 08:08:25,Entryway 560,96
08/02/2019 10:33:02,Library 984,75
01/04/2019 15:38:21,Bathroom 449,15
08/16/2015 19:37:49,Basement 409,54
11/22/2016 15:24:00,Bedroom 660,29
03/08/2018 22:32:43,Dining Room 750,13
04/13/2017 04:08:24,Linen Closet 871,4
02/01/2017 20:18:59,Dining Room 490,55
04/07/2015 01:51:49,Mud Room 109,16
04/14/2015 19:19:13,Music Room 307,66
07/24/2018 18:08:37,Ballroom 1287,28
08/29/2018 04:47:16,Dining Room 1131,14
01/02/2019 12:46:53,Conservatory 1260,23
07/30/2016 23:44:14,Ballroom 1121,27
08/19/2018 20:14:22,Guest Bathroom 1270,94
06/05/2015 01:21:20,Bonus Room 219,89
02/16/2016 13:29:52,Music Room 74,83
04/12/2018 12:20:11,Utility Room 1338,74
09/14/2019 07:50:02,Dining Room 795,38
04/22/2019 22:07:52,Library 265,27
11/25/2018 13:03:15,Bar 525,84
10/19/2016 20:25:13,Closet 1121,76
11/19/2018 05:25:23,Ballroom 142,59
09/26/2017 06:55:29,Library 1107,38
06/30/2019 01:26:30,Basement 92,96
03/06/2016 07:36:39,Bathroom 139,89
03/25/2016 22:21:00,Pantry 290,1
02/21/2017 09:26:20,Parlor 1055,38
09/10/2017 09:41:50,Wine Cellar 225,79
01/17/2018 04:55:34,Theater 266,19
02/02/2018 15:15:25,Hallway 145,92
05/18/2015 08:07:47,Keeping Room 583,66
08/10/2017 06:12:06,Storage 1180,10
01/11/2017 09:02:44,Ballroom 205,3
01/12/2017 21:25:02,Foyer 1010,82
06/22/2016 14:27:10,Basement 1112,64
01/28/2017 08:17:36,Ballroom 575,68
08/01/2019 05:55:19,Panic Room 1139,86
03/20/2018 02:06:32,Parlor 224,20
03/24/2016 11:17:23,Theater 427,26
03/18/2019 07:41:43,Study 443,35
10/29/2018 01:42:44,Ballroom 118,100
04/03/2016 12:13:15,Guest Bedroom 156,98
10/06/2017 21:04:37,Library 504,57
02/01/2019 02:27:21,Loft 68,87
10/06/2019 19:53:04,Powder Room 659,100
01/10/2015 12:52:02,Bonus Room 794,78
02/13/2019 17:10:18,Conservatory 888,100
08/06/2016 00:00:11,Conservatory 173,67
04/20/2017 12:49:01,Basement 1289,42
06/15/2019 05:09:16,Entryway 1079,98
05/10/2016 19:20:59,Dining Room 120,61
04/11/2017 04:27:16,Study 691,97
11/18/2017 16:48:38,Loft 328,66
06/29/2018 15:02:09,Bedroom 1312,25
03/26/2016 18:06:07,Spare Room 977,59
07/19/2017 13:05:37,Guest Bedroom 598,14
01/10/2019 02:55:12,Study 353,59
10/07/2015 09:18:38,Bathroom 930,60
05/07/2015 16:22:25,Dining Room 17,10
04/26/2019 15:38:04,Laundry Room 990,46
11/19/2016 00:11:24,Breakfast Area 603,97
04/24/2015 02:47:12,Wine Cellar 1060,7
04/28/2016 03:56:54,Exercise Room 269,40
03/25/2015 10:35:11,Ballroom 343,100
11/10/2017 17:23:31,Basement 627,57
02/13/2016 20:37:47,Mud Room 1152,96
03/14/2018 07:15:30,Sun Room 415,41
08/30/2015 03:21:36,Panic Room 38,55
09/27/2017 18:12:13,Foyer 852,5
04/11/2015 09:48:48,Sun Room 951,66
05/08/2016 07:29:12,Secret Room 36,55
03/16/2017 12:44:12,Closet 446,100
06/25/2015 17:18:11,Office 1250,32
05/05/2018 21:10:05,Bonus Room 829,40
01/16/2015 15:46:01,Foyer 186,17
11/03/2016 16:13:05,Bar 81,87
06/27/2018 23:52:54,Bedroom 99,26
04/01/2015 22:01:46,Theater 638,84
01/15/2018 03:30:19,Loft 731,12
03/27/2015 02:41:06,Walkway 1412,82
04/01/2017 08:14:11,Linen Closet 514,3
02/04/2018 14:36:10,Walk-in Closet 1157,41
02/20/2017 19:33:07,Conservatory 1076,10
11/30/2017 02:41:21,Exercise Room 848,53
03/18/2017 17:50:15,Conservatory 613,63
03/07/2018 02:53:50,Linen Closet 998,1
02/27/2015 11:36:19,Loft 1281,68
01/29/2015 13:24:43,Theater 190,81
05/26/2018 16:07:47,Conservatory 620,92
03/01/2019 20:09:37,Library 651,68
03/04/2019 15:40:25,Guest Bathroom 1085,18
11/11/2015 16:44:05,Nook 1402,39
01/02/2019 02:57:13,Loft 1080,32
11/11/2019 14:18:51,Nursery 880,70
09/29/2015 01:08:31,Bar 200,87
01/18/2019 22:46:48,Secret Room 72,58
04/18/2015 00:52:07,Library 552,61
05/04/2016 18:39:58,Foyer 568,24
07/24/2015 06:18:02,Den 1257,92
06/27/2018 18:47:42,Parlor 1031,11
03/05/2019 21:17:40,Theater 489,24
11/24/2017 15:02:27,Music Room 1208,26
03/08/2018 03:56:42,Breakfast Area 1027,18
04/04/2015 16:39:53,Walk-in Closet 1024,46
06/16/2016 08:20:06,Dining Room 1361,53
11/08/2018 23:04:25,Entryway 815,23
05/12/2017 10:17:36,Dining Room 1228,95
02/22/2018 13:44:42,Entryway 1164,79
05/13/2017 17:33:02,Nook 393,3
06/16/2015 23:24:56,Exercise Room 1356,60
09/25/2019 00:56:12,Bar 785,3
05/23/2017 04:02:15,Bar 526,84
05/17/2019 05:17:20,Panic Room 1286,26
07/06/2017 21:04:40,Living Room 36,12
07/06/2015 00:43:12,Kitchen 1103,13
06/12/2017 09:21:46,Nook 1167,32
11/27/2019 16:50:22,Linen Closet 837,71
11/27/2019 10:49:56,Bedroom 1383,29
04/07/2017 05:09:39,Foyer 392,46
03/15/2019 17:30:17,Parlor 434,26
07/18/2017 19:05:23,Sun Room 1268,77
02/14/2017 03:03:53,Bedroom 1307,16
09/18/2019 07:37:17,Conservatory 922,96
08/24/2018 00:32:31,Attic 734,50
05/14/2017 19:27:05,Loft 105,36
04/28/2019 22:22:13,Bonus Room 353,51
05/01/2017 13:34:44,Bedroom 1129,27
04/12/2019 07:57:04,Hallway 51,40
04/05/2017 09:02:05,Secret Room 1100,78
02/07/2019 14:06:29,Music Room 595,52
04/20/2016 17:30:33,Linen Closet 1320,10
02/03/2019 09:39:56,Bedroom 1421,99
04/06/2018 23:10:23,Hallway 25,72
01/28/2015 18:57:50,Den 17,28
08/23/2015 17:27:05,Bonus Room 1333,41
01/06/2019 21:34:16,Laundry Room 392,13
04/06/2018 01:40:59,Spare Room 555,98
02/19/2019 08:39:06,Conservatory 683,67
01/24/2016 07:05:37,Music Room 624,23
08/16/2017 04:45:44,Foyer 64,83
05/01/2015 14:00:21,Secret Room 799,22
05/07/2019 15:21:26,Den 867,67
10/24/2015 19:38:04,Storage 489,30
11/27/2015 22:57:13,Parlor 495,54
07/15/2019 06:38:43,Closet 499,51
11/10/2019 05:14:15,Theater 309,36
06/17/2019 20:29:19,Bonus Room 715,50
01/21/2019 17:13:15,Music Room 1089,36
10/25/2016 21:01:24,Garage 301,99
01/14/2019 10:39:12,Walk-in Closet 759,28
11/21/2016 09:17:41,Pantry 337,59
07/09/2019 13:52:43,Dining Room 1142,24
09/11/2016 09:27:43,Guest Bathroom 551,17
04/24/2017 06:42:43,Library 152,10
02/11/2015 12:56:48,Living Room 575,44
09/07/2016 19:16:41,Exercise Room 481,89
03/21/2016 04:53:28,Storage 1301,94
02/13/2018 10:11:00,Panic Room 1293,78
04/09/2015 22:48:13,Music Room 222,7
06/21/2018 17:26:10,Spare Room 441,77
06/26/2016 09:11:36,Kitchen 67,19
03/26/2018 13:37:41,Office 1168,60
01/05/2018 09:15:47,Bathroom 816,29
05/09/2018 01:34:41,Nursery 714,32
10/15/2018 19:14:18,Game Room 1260,2
04/16/2015 17:34:30,Wine Cellar 1046,76
09/30/2015 04:00:36,Exercise Room 109,22
11/07/2019 13:27:58,Storage 1105,11
11/24/2015 20:47:26,Storage 872,83
08/24/2018 17:09:18,Nook 842,3
07/28/2017 06:18:16,Office 1024,92
01/29/2016 04:45:44,Game Room 1264,99
10/22/2015 01:44:37,Guest Bedroom 734,55
07/19/2016 01:54:51,Foyer 1291,55
06/09/2017 05:15:11,Dining Room 1057,17
01/17/2015 23:27:27,Secret Room 992,66
03/08/2019 21:33:31,Foyer 194,57
01/29/2017 18:09:22,Hallway 451,44
07/03/2015 11:18:49,Wine Cellar 82,29
11/19/2015 15:28:20,Den 123,73
06/01/2017 01:37:23,Parlor 1289,14
04/24/2015 16:49:20,Music Room 3,52
10/18/2016 08:54:20,Bar 1254,43
04/03/2015 21:55:52,Conservatory 259,21
01/24/2017 15:54:33,Nursery 337,86
09/17/2019 07:30:56,Laundry Room 1270,7
02/26/2016 12:09:35,Ballroom 1254,70
04/24/2016 23:33:01,Garage 36,68
10/18/2015 17:03:08,Bathroom 312,60
06/25/2015 10:21:22,Guest Bathroom 8,90
05/12/2019 12:25:02,Conservatory 784,38
05/23/2015 00:14:38,Study 1136,63
04/14/2016 17:33:59,Bonus Room 266,76
01/27/2018 14:33:19,Office 139,80
06/21/2016 15:46:17,Secret Room 1123,4
02/02/2019 20:08:12,Sun Room 22,79
08/25/2015 12:28:12,Nursery 1415,15
01/01/2017 15:08:50,Hallway 1091,72
02/19/2017 05:19:14,Spare Room 96,36
04/07/2015 20:29:21,Linen Closet 396,6
02/07/2016 09:52:03,Kitchen 836,51
03/27/2015 04:37:31,Wine Cellar 1344,5
04/01/2019 15:02:02,Keeping Room 424,23
07/27/2017 17:20:50,Den 318,47
02/19/2017 04:57:17,Living Room 141,16
05/28/2017 03:58:21,Walk-in Closet 1364,55
10/10/2017 13:34:39,Ballroom 321,28
11/16/2017 10:55:53,Ballroom 698,6
04/24/2016 15:06:32,Closet 994,61
01/21/2015 20:08:04,Ballroom 240,42
10/28/2017 17:42:13,Walk-in Closet 443,56
09/24/2018 20:13:12,Utility Room 1269,52
08/23/2019 22:33:37,Den 211,66
01/29/2018 14:15:29,Guest Bathroom 1416,66
04/20/2017 14:38:41,Dining Room 40,57
01/05/2017 14:22:28,Pantry 172,31
01/18/2015 17:36:55,Kitchen 317,45
02/05/2019 01:37:45,Office 1027,92
06/25/2018 18:10:42,Storage 363,17
08/18/2018 09:04:40,Foyer 1245,51
11/07/2016 01:31:38,Storage 435,63
08/03/2019 00:26:20,Den 502,37
02/10/2017 22:17:37,Bedroom 665,60
10/28/2019 04:53:40,Mud Room 263,18
05/14/2019 02:40:03,Dining Room 1414,14
01/19/2016 11:21:07,Office 1059,81
03/31/2018 15:39:49,Linen Closet 809,5
11/15/2018 21:12:05,Den 43,44
10/11/2017 10:13:18,Linen Closet 217,9
07/02/2016 13:02:30,Closet 55,51
03/30/2018 09:11:34,Bathroom 704,38
07/16/2017 06:26:49,Utility Room 618,82
04/23/2019 05:26:03,Bathroom 843,5
10/29/2018 01:56:20,Theater 1353,22
08/27/2017 16:06:16,Dining Room 959,41
04/06/2016 00:21:31,Entryway 1136,22
10/27/2015 14:09:49,Linen Closet 1374,19
02/23/2017 01:11:50,Keeping Room 718,8
06/20/2016 00:15:46,Sun Room 615,84
05/06/2016 09:52:55,Panic Room 1386,2
03/29/2015 15:13:59,Dining Room 345,34
05/29/2019 00:44:47,Nursery 802,88
01/21/2016 13:14:45,Wine Cellar 903,74
11/23/2017 17:16:36,Office 815,9
06/16/2016 06:26:40,Breakfast Area 1083,5
01/20/2018 18:06:59,Attic 159,34
05/20/2019 19:44:51,Bedroom 1304,72
09/02/2015 14:04:42,Foyer 13,95
02/10/2015 11:37:31,Guest Bathroom 1212,50
11/15/2016 10:17:44,Closet 934,40
03/30/2019 12:51:35,Mud Room 461,88
02/20/2019 19:41:54,Music Room 892,20
07/21/2017 01:46:22,Powder Room 619,18
04/26/2019 05:25:22,Attic 350,68
01/18/2018 15:25:32,Secret Room 1046,31
04/29/2018 07:29:05,Hallway 1349,72
07/02/2017 09:53:41,Storage 151,90
01/17/2015 16:56:16,Keeping Room 485,65
11/30/2019 09:27:55,Walk-in Closet 505,4
02/04/2015 12:50:38,Bedroom 66,13
03/13/2019 07:06:35,Bonus Room 485,44
06/06/2016 00:16:43,Walkway 1253,66
09/10/2018 23:55:42,Living Room 898,35
10/30/2016 14:04:15,Nursery 1083,75
04/07/2018 17:07:37,Bar 1207,51
06/18/2018 18:26:27,Garage 923,1
03/06/2015 17:18:42,Utility Room 531,96
01/17/2019 04:00:11,Wine Cellar 1155,68
08/10/2015 07:33:23,Living Room 1137,72
07/30/2018 06:55:39,Theater 573,25
07/15/2017 02:19:15,Attic 814,78
05/22/2017 18:07:45,Walkway 225,63
09/18/2016 15:16:05,Utility Room 797,35
01/18/2015 01:51:24,Keeping Room 583,16
07/25/2018 04:47:18,Pantry 916,63
11/15/2018 04:41:01,Walkway 968,38
05/15/2018 11:24:10,Office 1381,5
01/21/2018 05:21:30,Library 1163,21
03/15/2018 03:43:26,Game Room 14,80
04/25/2015 14:56:49,Attic 707,85
04/26/2015 10:24:35,Walk-in Closet 358,22
11/22/2016 09:50:32,Laundry Room 523,81
07/06/2016 10:32:00,Game Room 923,89
05/29/2019 16:51:22,Wine Cellar 1193,58
04/16/2018 16:22:01,Bedroom 567,82
02/22/2018 16:53:40,Den 143,28
03/12/2017 04:36:00,Ballroom 692,29
11/08/2017 05:32:07,Pantry 1283,7
09/09/2015 14:11:12,Music Room 121,50
06/05/2016 03:10:21,Guest Bathroom 419,24
02/22/2016 02:46:24,Office 1423,89
06/11/2016 03:57:38,Utility Room 533,31
08/12/2018 04:58:30,Sun Room 1193,76
01/06/2016 14:15:08,Walk-in Closet 682,22
02/05/2019 08:28:52,Game Room 1412,53
10/24/2017 14:18:43,Kitchen 1059,52
01/17/2018 13:20:56,Panic Room 789,20
08/08/2018 23:28:40,Storage 778,50
11/14/2015 08:03:06,Guest Bedroom 269,96
02/06/2015 10:17:19,Bar 539,57
04/09/2017 14:01:57,Breakfast Area 600,51
02/23/2017 06:21:37,Study 255,75
01/29/2017 01:54:05,Attic 753,2
02/05/2015 16:55:18,Linen Closet 843,10
04/07/2016 19:58:54,Bonus Room 1172,10
09/04/2017 12:00:28,Parlor 444,53
09/25/2016 07:23:45,Garage 234,62
02/05/2017 09:06:53,Storage 793,73
02/12/2015 21:05:14,Spare Room 1407,96
02/08/2015 10:50:13,Parlor 22,98
02/12/2015 16:44:47,Keeping Room 547,14
04/02/2018 22:00:13,Pantry 1373,17
01/08/2017 08:08:17,Garage 1011,38
05/14/2018 12:20:41,Library 152,72
11/30/2015 03:40:35,Bonus Room 770,100
08/12/2017 00:40:47,Laundry Room 943,52
08/01/2019 17:18:35,Attic 1421,24
08/15/2017 14:08:20,Keeping Room 1092,42
09/24/2016 23:18:46,Music Room 59,67
04/21/2018 14:14:14,Closet 1096,6
10/11/2016 03:23:34,Keeping Room 408,88
05/07/2016 00:03:58,Ballroom 179,20
02/06/2016 07:06:36,Attic 120,60
11/28/2015 15:29:53,Parlor 1350,19
02/09/2017 13:12:38,Ballroom 739,77
11/30/2015 17:12:44,Entryway 1011,8
02/18/2017 13:28:22,Guest Bathroom 941,2
03/02/2019 01:51:15,Laundry Room 448,27
03/09/2018 21:40:12,Attic 1211,97
07/29/2018 20:02:11,Garage 440,9
06/26/2015 05:03:44,Loft 380,19
01/24/2019 22:53:10,Utility Room 1325,31
01/10/2018 02:19:38,Conservatory 1350,12
05/28/2016 23:26:00,Sun Room 685,42
06/28/2015 06:06:08,Nursery 738,47
07/01/2019 01:56:34,Exercise Room 715,96
07/21/2016 18:40:28,Mud Room 1332,4
10/27/2015 11:24:15,Bedroom 583,7
06/27/2016 09:33:56,Conservatory 662,23
05/08/2015 14:43:00,Utility Room 337,93
06/09/2016 20:57:04,Nursery 555,16
09/18/2019 00:58:33,Foyer 1193,6
10/18/2017 10:10:20,Walkway 497,5
06/25/2015 12:45:02,Secret Room 20,83
01/27/2018 02:01:47,Secret Room 1363,70
09/25/2018 21:10:52,Guest Bedroom 508,19
02/25/2018 00:24:26,Hallway 746,43
05/15/2017 03:07:58,Parlor 673,90
05/29/2017 03:19:38,Study 1277,89
02/19/2017 10:29:16,Hallway 1031,55
04/02/2018 09:43:47,Wine Cellar 233,69
07/14/2017 11:28:14,Exercise Room 178,56
06/17/2016 21:40:45,Living Room 603,30
09/19/2016 18:53:19,Nook 346,12
07/24/2016 05:33:25,Mud Room 752,41
04/19/2018 23:08:12,Keeping Room 21,15
03/31/2017 23:43:37,Ballroom 738,16
07/01/2018 22:04:39,Guest Bedroom 75,11
02/04/2015 03:10:00,Guest Bedroom 1014,34
08/01/2016 19:54:29,Music Room 335,80
11/25/2017 15:48:29,Bonus Room 1273,100
06/04/2016 03:05:05,Breakfast Area 599,11
03/01/2017 11:10:07,Conservatory 71,52
08/31/2016 08:43:56,Panic Room 495,85
01/09/2015 17:39:12,Secret Room 125,74
03/12/2018 12:33:01,Study 953,41
09/15/2016 23:30:46,Theater 1076,91
05/16/2015 05:09:10,Parlor 80,12
10/22/2017 17:44:24,Storage 1394,90
06/11/2016 16:36:23,Pantry 437,51
09/04/2015 02:24:27,Nook 1297,61
10/03/2019 06:26:58,Theater 495,21
03/06/2019 00:03:12,Linen Closet 1334,77
04/29/2019 20:21:29,Garage 545,46
02/01/2016 15:05:10,Kitchen 146,92
02/16/2016 17:46:55,Sun Room 971,13
04/29/2017 06:33:50,Walkway 527,73
04/11/2016 06:37:04,Theater 779,70
01/21/2018 09:55:00,Library 501,52
09/13/2017 05:47:46,Keeping Room 949,41
09/12/2019 10:37:27,Living Room 950,32
07/03/2016 07:23:11,Game Room 1088,100
10/07/2015 12:54:42,Study 1168,34
09/29/2019 14:36:27,Secret Room 704,74
05/04/2019 12:39:12,Exercise Room 1084,73
10/16/2016 15:19:32,Basement 711,14
06/20/2016 09:42:01,Sun Room 558,42
03/18/2017 17:08:29,Ballroom 856,26
03/03/2016 12:43:56,Attic 978,97
09/14/2015 22:33:21,Library 316,77
03/19/2016 13:45:34,Music Room 896,37
04/05/2017 20:56:42,Bar 512,9
09/01/2016 22:46:48,Study 317,95
04/29/2019 07:55:44,Laundry Room 949,21
01/21/2016 12:47:52,Pantry 153,37
03/06/2019 00:35:18,Ballroom 734,87
10/10/2015 09:49:30,Garage 930,41
07/22/2018 01:10:12,Music Room 1343,15
06/24/2015 06:49:07,Entryway 87,50
03/26/2015 19:45:23,Den 237,38
04/16/2016 01:53:33,Theater 271,32
10/19/2017 10:49:38,Guest Bathroom 29,4
05/19/2018 00:23:38,Study 31,7
11/03/2018 19:54:50,Foyer 655,76
06/08/2019 00:48:53,Music Room 428,58
03/03/2018 16:13:57,Conservatory 301,21
02/03/2016 07:57:13,Bonus Room 252,78
08/04/2015 09:05:24,Bedroom 1300,54
08/02/2018 09:53:46,Theater 983,60
01/11/2015 12:21:24,Keeping Room 1064,16
04/22/2019 19:06:11,Pantry 923,57
07/22/2017 02:59:35,Study 1227,96
10/21/2017 15:57:37,Panic Room 1269,20
02/04/2016 21:23:18,Nursery 429,87
08/20/2015 19:49:50,Dining Room 116,70
10/25/2018 10:01:17,Kitchen 941,21
09/20/2016 13:51:20,Keeping Room 853,13
03/21/2015 03:04:47,Guest Bedroom 343,50
11/18/2016 09:16:53,Powder Room 722,51
08/06/2015 09:13:39,Utility Room 738,98
01/23/2019 03:50:00,Game Room 47,18
10/22/2019 10:52:09,Panic Room 344,44
01/08/2017 01:02:46,Nook 660,43
03/21/2016 08:45:18,Linen Closet 473,60
04/13/2015 16:31:12,Entryway 717,72
07/30/2015 01:34:35,Guest Bathroom 21,17
09/25/2018 15:30:45,Loft 1117,88
01/18/2019 20:43:05,Game Room 1366,5
06/05/2018 06:56:30,Panic Room 700,98
03/11/2018 22:53:11,Loft 10,37
11/24/2019 21:30:37,Guest Bathroom 1289,16
08/07/2016 09:45:52,Bathroom 1190,77
02/21/2018 12:56:12,Library 1096,95
11/27/2017 10:53:13,Attic 171,69
06/11/2015 19:44:57,Music Room 154,36
10/27/2019 08:46:34,Foyer 1375,43
06/30/2015 12:54:47,Dining Room 590,17
08/06/2017 17:15:33,Guest Bathroom 1155,21
03/07/2019 22:27:18,Music Room 947,21
03/21/2016 12:04:54,Entryway 369,14
06/18/2015 17:06:57,Kitchen 116,50
10/04/2015 10:34:31,Kitchen 561,77
05/16/2019 12:27:55,Mud Room 1131,86
04/15/2019 11:31:07,Keeping Room 1288,96
11/19/2019 06:34:24,Ballroom 1122,62
07/02/2015 04:03:15,Spare Room 487,58
04/17/2018 16:39:53,Laundry Room 262,8
09/11/2016 06:18:13,Library 142,87
11/02/2019 00:41:55,Bathroom 588,87
03/07/2016 10:16:29,Music Room 218,61
05/30/2019 17:41:14,Spare Room 400,18
03/05/2019 11:32:46,Utility Room 872,94
01/26/2015 00:55:07,Secret Room 1163,22
11/28/2019 22:57:20,Wine Cellar 359,92
03/06/2019 12:21:15,Walkway 978,95
01/11/2018 22:07:11,Foyer 51,96
05/07/2015 09:19:18,Hallway 791,13
04/02/2019 22:11:23,Nook 1422,24
02/12/2016 01:26:33,Spare Room 1279,70
04/22/2017 14:12:08,Bonus Room 529,88
09/22/2018 01:58:18,Bathroom 184,53
05/22/2016 23:16:40,Garage 1037,27
05/30/2016 02:10:02,Exercise Room 211,36
03/06/2016 15:29:44,Music Room 564,67
07/02/2019 20:55:05,Kitchen 331,73
02/01/2016 07:21:01,Linen Closet 454,11
10/10/2017 08:06:42,Dining Room 1340,63
07/06/2017 01:28:17,Bar 362,62
06/06/2019 03:55:55,Entryway 1183,71
05/21/2015 21:08:30,Panic Room 122,67
03/07/2016 18:51:42,Linen Closet 365,52
09/17/2017 04:38:43,Wine Cellar 1294,63
10/16/2017 02:45:51,Bonus Room 211,62
